text,username,code,like_count,url,is_root,chain_id,reply_depth,chain_id_global,reply_count,repost_count,gambar_urls,url_asal_scrape,teks_root,sentimen,kategori_alasan
"Ini hanya konten ya teman""",gostudio_official,DYO1Ny0nR_-,0,https://www.threads.com/@gostudio_official/post/DYO1Ny0nR_-,False,3,0,DYMd82yjkc5::3,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Kocak,layangmelayang2,DYO2iQCCQdi,0,https://www.threads.com/@layangmelayang2/post/DYO2iQCCQdi,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Terlalu kreatif sampe keliatan tololnya,danteitem,DYRLDUCGeHF,0,https://www.threads.com/@danteitem/post/DYRLDUCGeHF,False,2,0,DYMd82yjkc5::2,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Lebay wkwk,bintoro_nurachman,DYPIdAtk9W9,0,https://www.threads.com/@bintoro_nurachman/post/DYPIdAtk9W9,False,3,0,DYMd82yjkc5::3,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Lihat perut nya sudah tau kan🤣🤣,falmorris87,DYPOq7VGl_c,0,https://www.threads.com/@falmorris87/post/DYPOq7VGl_c,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Asuuuu,radita2319,DYPvRC-GHtA,0,https://www.threads.com/@radita2319/post/DYPvRC-GHtA,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Ini nya fungsinya,bob.sl4sh,DYOrQcJEke_,0,https://www.threads.com/@bob.sl4sh/post/DYOrQcJEke_,False,2,0,DYMd82yjkc5::2,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Oalqaahh coookk cookk🤣🤣🤣,soobaa18,DYPJ-pHmTRY,0,https://www.threads.com/@soobaa18/post/DYPJ-pHmTRY,False,3,0,DYMd82yjkc5::3,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Ini kontenya yg baju lutih kan,husein_fadhil,DYOuV66jgsG,0,https://www.threads.com/@husein_fadhil/post/DYOuV66jgsG,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Alah.alahhhh...hmmm..,joegieoto,DYPIkKZEpcn,0,https://www.threads.com/@joegieoto/post/DYPIkKZEpcn,False,3,0,DYMd82yjkc5::3,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
B AJA,hello_delivery01,DYPSuuqgdfB,0,https://www.threads.com/@hello_delivery01/post/DYPSuuqgdfB,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Hey antek antek haha,dwikisaksila,DYOx6B9kZzA,0,https://www.threads.com/@dwikisaksila/post/DYOx6B9kZzA,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Saingan sama warung,aqibignacy,DYO82QzmV-2,0,https://www.threads.com/@aqibignacy/post/DYO82QzmV-2,False,3,0,DYMd82yjkc5::3,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Ini koperasi atau kini market sih,ald.sob,DYPobllElNT,0,https://www.threads.com/@ald.sob/post/DYPobllElNT,False,1,0,DYMd82yjkc5::1,1,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
"LAHAN BASAH BAGI PEJABAT² DAERAH...🤣🤣🤣BANGSAAAADDDDDD...,,,,",orbitkoleksi,DYO6e3IgZgs,1,https://www.threads.com/@orbitkoleksi/post/DYO6e3IgZgs,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Ini hanya kebutuhan konten,victor_legarano,DYOrMlwmZyQ,0,https://www.threads.com/@victor_legarano/post/DYOrMlwmZyQ,False,2,0,DYMd82yjkc5::2,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Sepi bener etalasenya pak 😅🤣😂😂,johdaicecream.id,DYOs6Vvgabg,0,https://www.threads.com/@johdaicecream.id/post/DYOs6Vvgabg,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
"Percaya atau tidak kopdes akan MEMATIKAN toko toko sembako kecil didesa desa seperti MBG yang membunuh sumber nafkah pedagang kecil, kantin Kanti sekolah, pedagang kecil",sriyani6935,DYPFxN0CZky,0,https://www.threads.com/@sriyani6935/post/DYPFxN0CZky,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Biji biji,oxtfrds,DYPRaaIEzbf,0,https://www.threads.com/@oxtfrds/post/DYPRaaIEzbf,False,3,0,DYMd82yjkc5::3,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Awal2nya aja 🤣🤣🤣🤣,benz.saputra89,DYOiDv8AUU-,0,https://www.threads.com/@benz.saputra89/post/DYOiDv8AUU-,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Ko barangnya BANYAK,r111z4l,DYPPpwAkyq_,0,https://www.threads.com/@r111z4l/post/DYPPpwAkyq_,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Mana produk umkm nya...,roeby97,DYRC8Z0mNbK,0,https://www.threads.com/@roeby97/post/DYRC8Z0mNbK,False,2,0,DYMd82yjkc5::2,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Kacauu,hermawan_thomy,DYOqiaTj-LT,0,https://www.threads.com/@hermawan_thomy/post/DYOqiaTj-LT,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Ini koperasi apa indomaret weiii 😱,anisarp.08,DYQueyqEoHb,0,https://www.threads.com/@anisarp.08/post/DYQueyqEoHb,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Konten ampas,sug4r_shit,DYPMXuPFMF4,0,https://www.threads.com/@sug4r_shit/post/DYPMXuPFMF4,False,2,0,DYMd82yjkc5::2,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Heleh gimik,rakyatbiasasih,DYQhHRln_QT,0,https://www.threads.com/@rakyatbiasasih/post/DYQhHRln_QT,False,3,0,DYMd82yjkc5::3,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
KORUPSI LAGI ANJENGGG,ibamslow,DYSfw-4E0r8,0,https://www.threads.com/@ibamslow/post/DYSfw-4E0r8,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
di depan camera...,rifqi9788,DYOnEBdlOgy,0,https://www.threads.com/@rifqi9788/post/DYOnEBdlOgy,False,3,0,DYMd82yjkc5::3,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Lebay,ariaamandaaria,DYPj1Sfk-Fm,0,https://www.threads.com/@ariaamandaaria/post/DYPj1Sfk-Fm,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Iklannya lumayan lah,abah_fateen,DYO0NgZkxv4,0,https://www.threads.com/@abah_fateen/post/DYO0NgZkxv4,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Kopdes tapi jualannya pabrikan. Biar masyarakat yg memilih 😁,efrinafilda,DYQeRg2E4b9,1,https://www.threads.com/@efrinafilda/post/DYQeRg2E4b9,False,2,0,DYMd82yjkc5::2,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Preet,deky.rahman,DYPctyPkUzh,0,https://www.threads.com/@deky.rahman/post/DYPctyPkUzh,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Ini mah warung,adewahanggita,DYOzXc5kodd,0,https://www.threads.com/@adewahanggita/post/DYOzXc5kodd,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Pedagang kecil gulung tikar,sube_n_thory,DYOiKzMFIxf,0,https://www.threads.com/@sube_n_thory/post/DYOiKzMFIxf,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Mana produk umum nya,rn_nj02,DYPEbMrEav-,0,https://www.threads.com/@rn_nj02/post/DYPEbMrEav-,False,2,0,DYMd82yjkc5::2,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Wagu,jo__vanka,DYPJPs0mkm3,0,https://www.threads.com/@jo__vanka/post/DYPJPs0mkm3,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Lagi main toko-tokoan??,donnywdd,DYOkb1bD7Id,0,https://www.threads.com/@donnywdd/post/DYOkb1bD7Id,False,1,0,DYMd82yjkc5::1,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
"Apakah implementasi pelayanannya akan seperti ini kedepannya? Kita lihat saja kedepannya, apakah semua seperti ini pelayanan yang diberikan atau pelayanan yang baik cuma divideo ini saja, tapi pada kenyataan saat eksekusi pelayanan diberikan tidak seperti yang ada divideo . 
Pada tayangan ini juga terlihat kondisikoperasi merah putih bersih, barang2 tersusun rapih apakah semua koperasi merah putih ini model pelayanan dan kebersihannya seperti ini yang akan di terapkan oleh koperasi merah putih?",syukuralfajri__,DYQM3pRkyta,0,https://www.threads.com/@syukuralfajri__/post/DYQM3pRkyta,False,2,0,DYMd82yjkc5::2,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Video promo. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🙏🤣🤣🤣🤣,bansalepe,DYOrAz7ialr,0,https://www.threads.com/@bansalepe/post/DYOrAz7ialr,False,3,0,DYMd82yjkc5::3,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
Ok aku g akan belanja disna,epilog2025,DYQqP1xgUxk,0,https://www.threads.com/@epilog2025/post/DYQqP1xgUxk,False,0,0,DYMd82yjkc5::0,0,0.0,,https://www.threads.com/@gtid.news/post/DYMd82yjkc5,"Video promosi Koperasi Desa/Kelurahan Merah Putih atau KDKMP di Desa Bareng, Nganjuk, ramai dibahas di TikTok setelah memperlihatkan cara pelayanan pegawai saat menyambut pelanggan dan membantu mencari barang di dalam toko. Konten dari akun dyahanjelywibowo itu justru memicu banyak komentar warganet yang mengkritik tampilan rak, penataan produk, hingga konsep pelayanan yang dianggap mirip minimarket modern. Sumber: TikTok dyahanjelywibowo",,
